# T[s],P0[MPa],P1[MPa],P2[MPa]
-13.145,26.954,2.642,3.457
-13.135,26.954,2.642,3.451
-13.124,26.954,2.642,3.451
-13.114,26.954,2.642,3.457
-13.105,26.954,2.642,3.457
-13.095,26.954,2.642,3.457
-13.083,26.954,2.642,3.457
-13.075,26.954,2.642,3.457
-13.065,26.954,2.642,3.457
-13.055,26.954,2.642,3.457
-13.045,26.954,2.642,3.457
-13.035,26.954,2.642,3.457
-13.026,26.954,2.642,3.457
-13.014,26.954,2.642,3.457
-13.005,26.954,2.642,3.457
-12.995,26.954,2.642,3.457
-12.985,26.954,2.642,3.457
-12.974,26.954,2.642,3.457
-12.965,26.954,2.642,3.457
-12.955,26.954,2.642,3.457
-12.944,26.954,2.642,3.457
-12.934,26.954,2.642,3.457
-12.923,26.954,2.642,3.457
-12.915,26.954,2.642,3.457
-12.905,26.954,2.636,3.457
-12.893,26.954,2.642,3.457
-12.885,26.954,2.642,3.457
-12.874,26.954,2.642,3.457
-12.864,26.954,2.642,3.457
-12.854,26.954,2.642,3.457
-12.844,26.954,2.642,3.457
-12.834,26.954,2.642,3.457
-12.825,26.954,2.642,3.457
-12.815,26.954,2.642,3.457
-12.805,26.954,2.642,3.457
-12.794,26.954,2.642,3.457
-12.785,26.979,2.636,3.457
-12.775,26.954,2.642,3.457
-12.764,26.954,2.642,3.457
-12.753,26.954,2.642,3.457
-12.745,26.954,2.636,3.457
-12.735,26.954,2.642,3.457
-12.725,26.954,2.642,3.457
-12.714,26.954,2.636,3.457
-12.705,26.954,2.636,3.457
-12.694,26.954,2.642,3.457
-12.685,26.954,2.642,3.457
-12.674,26.954,2.636,3.457
-12.663,26.954,2.636,3.457
-12.654,26.954,2.642,3.457
-12.645,26.954,2.642,3.457
-12.633,26.954,2.636,3.451
-12.625,26.954,2.642,3.457
-12.615,26.954,2.642,3.457
-12.604,26.954,2.642,3.457
-12.593,26.954,2.642,3.457
-12.585,26.954,2.636,3.457
-12.575,26.979,2.636,3.457
-12.565,26.954,2.636,3.457
-12.554,26.954,2.642,3.457
-12.544,26.954,2.636,3.457
-12.534,26.954,2.642,3.457
-12.525,26.954,2.642,3.457
-12.515,26.954,2.636,3.457
-12.505,26.954,2.642,3.457
-12.495,26.954,2.642,3.457
-12.485,26.954,2.636,3.457
-12.475,26.954,2.642,3.457
-12.464,26.954,2.642,3.457
-12.455,26.954,2.642,3.457
-12.445,26.954,2.636,3.457
-12.434,26.954,2.636,3.457
-12.425,26.954,2.642,3.457
-12.415,26.954,2.642,3.457
-12.403,26.954,2.636,3.457
-12.395,26.954,2.642,3.457
-12.385,26.954,2.642,3.457
-12.374,26.954,2.642,3.457
-12.364,26.954,2.636,3.457
-12.355,26.954,2.636,3.457
-12.345,26.954,2.636,3.457
-12.334,26.954,2.636,3.457
-12.324,26.954,2.642,3.457
-12.313,26.954,2.642,3.457
-12.303,26.954,2.636,3.457
-12.295,26.954,2.636,3.457
-12.285,26.954,2.636,3.457
-12.275,26.954,2.642,3.457
-12.264,26.954,2.642,3.457
-12.254,26.954,2.642,3.457
-12.245,26.954,2.636,3.457
-12.233,26.954,2.636,3.457
-12.223,26.954,2.636,3.457
-12.215,26.954,2.636,3.457
-12.204,26.954,2.636,3.457
-12.195,26.954,2.636,3.457
-12.185,26.954,2.636,3.457
-12.174,26.954,2.642,3.457
-12.163,26.979,2.642,3.457
-12.155,26.954,2.642,3.457
-12.145,26.954,2.642,3.457
-12.135,26.979,2.642,3.457
-12.121,26.954,2.642,3.457
-12.107,26.954,2.636,3.457
-12.101,26.954,2.642,3.457
-12.094,26.954,2.636,3.457
-12.085,26.954,2.642,3.457
-12.074,26.979,2.636,3.457
-12.063,26.954,2.642,3.457
-12.055,26.979,2.636,3.457
-12.041,26.954,2.636,3.457
-12.029,26.954,2.642,3.457
-12.024,26.954,2.642,3.457
-12.015,26.954,2.642,3.457
-12.004,26.954,2.642,3.457
-11.993,26.954,2.642,3.457
-11.984,26.954,2.642,3.457
-11.974,26.954,2.642,3.457
-11.965,26.954,2.642,3.457
-11.955,26.954,2.642,3.457
-11.945,26.954,2.642,3.457
-11.934,26.954,2.642,3.457
-11.924,26.954,2.642,3.457
-11.915,26.954,2.642,3.457
-11.904,26.954,2.642,3.457
-11.894,26.954,2.642,3.457
-11.884,26.954,2.642,3.457
-11.875,26.954,2.642,3.457
-11.865,26.954,2.642,3.457
-11.855,26.954,2.642,3.457
-11.844,26.954,2.642,3.457
-11.835,26.954,2.642,3.457
-11.826,26.954,2.642,3.457
-11.815,26.954,2.642,3.457
-11.805,26.954,2.636,3.457
-11.794,26.954,2.642,3.457
-11.785,26.954,2.642,3.457
-11.775,26.954,2.642,3.457
-11.764,26.954,2.642,3.457
-11.754,26.954,2.642,3.457
-11.744,26.954,2.642,3.457
-11.736,26.954,2.642,3.457
-11.724,26.954,2.642,3.457
-11.714,26.954,2.642,3.457
-11.705,26.954,2.642,3.457
-11.695,26.954,2.642,3.457
-11.685,26.954,2.642,3.457
-11.674,26.954,2.642,3.457
-11.661,26.954,2.642,3.457
-11.651,26.954,2.642,3.457
-11.639,26.954,2.636,3.457
-11.634,26.954,2.642,3.457
-11.624,26.954,2.642,3.457
-11.615,26.954,2.642,3.457
-11.605,26.954,2.642,3.457
-11.594,26.954,2.636,3.457
-11.585,26.954,2.642,3.457
-11.575,26.954,2.642,3.457
-11.564,26.954,2.642,3.457
-11.554,26.954,2.642,3.457
-11.544,26.954,2.636,3.457
-11.535,26.954,2.636,3.457
-11.525,26.954,2.642,3.457
-11.514,26.979,2.642,3.457
-11.505,26.979,2.636,3.457
-11.495,26.979,2.636,3.457
-11.485,26.954,2.642,3.457
-11.475,26.954,2.636,3.457
-11.465,26.979,2.642,3.457
-11.453,26.954,2.642,3.457
-11.445,26.979,2.642,3.457
-11.434,26.954,2.642,3.457
-11.424,26.954,2.642,3.457
-11.415,26.979,2.642,3.457
-11.405,26.954,2.642,3.457
-11.395,26.954,2.642,3.457
-11.384,26.979,2.642,3.457
-11.375,26.979,2.642,3.457
-11.365,26.979,2.642,3.457
-11.355,26.954,2.642,3.457
-11.345,26.954,2.642,3.457
-11.334,26.979,2.642,3.457
-11.324,26.954,2.642,3.457
-11.315,26.979,2.642,3.457
-11.306,26.954,2.642,3.457
-11.294,26.954,2.642,3.457
-11.285,26.954,2.642,3.457
-11.275,26.954,2.642,3.457
-11.265,26.979,2.642,3.457
-11.254,26.954,2.642,3.457
-11.245,26.979,2.642,3.457
-11.235,26.979,2.642,3.457
-11.224,26.979,2.642,3.457
-11.214,26.979,2.642,3.457
-11.205,26.979,2.642,3.457
-11.195,26.954,2.642,3.457
-11.185,26.954,2.642,3.457
-11.174,26.954,2.642,3.457
-11.165,26.954,2.642,3.457
-11.155,26.954,2.642,3.457
-11.144,26.954,2.642,3.457
-11.136,26.979,2.642,3.457
-11.124,26.954,2.642,3.457
-11.113,26.954,2.642,3.457
-11.103,26.979,2.642,3.457
-11.095,26.979,2.642,3.457
-11.085,26.979,2.642,3.457
-11.074,26.979,2.642,3.457
-11.064,26.979,2.642,3.457
-11.055,26.979,2.642,3.457
-11.044,26.979,2.642,3.457
-11.035,26.979,2.642,3.457
-11.025,26.979,2.642,3.457
-11.015,26.979,2.642,3.457
-11.005,26.979,2.642,3.457
-10.994,26.954,2.636,3.457
-10.985,26.954,2.636,3.457
-10.975,26.979,2.636,3.457
-10.964,26.979,2.642,3.457
-10.954,26.979,2.642,3.457
-10.945,26.954,2.642,3.457
-10.935,26.979,2.642,3.457
-10.925,26.954,2.642,3.457
-10.915,26.979,2.642,3.457
-10.905,26.979,2.642,3.457
-10.894,26.979,2.642,3.457
-10.884,26.979,2.642,3.457
-10.875,26.979,2.642,3.457
-10.865,26.979,2.642,3.457
-10.855,26.954,2.642,3.457
-10.841,26.979,2.642,3.457
-10.830,26.979,2.642,3.457
-10.824,26.979,2.642,3.457
-10.815,26.979,2.636,3.457
-10.805,26.979,2.642,3.457
-10.794,26.954,2.642,3.457
-10.784,26.979,2.642,3.457
-10.773,26.954,2.642,3.457
-10.763,26.979,2.636,3.457
-10.755,26.954,2.642,3.457
-10.742,26.979,2.642,3.457
-10.729,26.979,2.636,3.457
-10.724,26.954,2.642,3.457
-10.715,26.979,2.642,3.457
-10.706,26.954,2.642,3.457
-10.694,26.954,2.636,3.457
-10.684,26.979,2.642,3.464
-10.675,26.979,2.642,3.457
-10.664,26.979,2.642,3.457
-10.655,26.979,2.642,3.464
-10.645,26.954,2.642,3.464
-10.634,26.979,2.642,3.457
-10.626,26.979,2.642,3.457
-10.615,26.954,2.636,3.457
-10.605,26.979,2.642,3.457
-10.594,26.979,2.636,3.457
-10.583,26.979,2.636,3.457
-10.575,26.979,2.642,3.457
-10.564,26.979,2.636,3.457
-10.555,26.979,2.636,3.457
-10.545,26.979,2.642,3.457
-10.534,26.979,2.642,3.457
-10.524,26.979,2.636,3.457
-10.515,26.979,2.642,3.457
-10.504,26.979,2.642,3.457
-10.494,26.979,2.642,3.457
-10.485,26.979,2.642,3.457
-10.475,26.979,2.642,3.457
-10.464,26.979,2.642,3.457
-10.454,26.979,2.642,3.457
-10.446,26.979,2.642,3.457
-10.435,26.979,2.642,3.457
-10.425,26.979,2.642,3.457
-10.415,26.979,2.642,3.457
-10.405,26.979,2.642,3.457
-10.393,26.954,2.642,3.457
-10.385,26.979,2.642,3.457
-10.375,26.979,2.642,3.457
-10.364,26.979,2.642,3.457
-10.354,26.979,2.642,3.457
-10.344,26.979,2.642,3.457
-10.335,26.979,2.642,3.457
-10.325,26.979,2.642,3.457
-10.314,26.979,2.642,3.457
-10.305,26.979,2.642,3.457
-10.293,26.979,2.642,3.457
-10.285,26.979,2.642,3.457
-10.274,26.954,2.642,3.457
-10.263,26.979,2.642,3.457
-10.254,26.979,2.642,3.457
-10.245,26.979,2.642,3.457
-10.235,26.979,2.642,3.457
-10.225,26.979,2.642,3.457
-10.215,26.979,2.642,3.457
-10.205,26.979,2.642,3.457
-10.194,26.979,2.642,3.457
-10.185,26.979,2.642,3.457
-10.173,26.979,2.642,3.457
-10.165,26.979,2.642,3.457
-10.155,26.979,2.642,3.457
-10.145,26.979,2.642,3.457
-10.135,26.979,2.642,3.457
-10.124,26.979,2.636,3.457
-10.115,26.979,2.642,3.457
-10.104,26.979,2.642,3.457
-10.094,26.979,2.642,3.457
-10.085,26.979,2.636,3.457
-10.075,26.979,2.642,3.457
-10.063,26.954,2.636,3.457
-10.055,26.979,2.642,3.457
-10.044,26.979,2.642,3.457
-10.035,26.979,2.636,3.457
-10.025,26.979,2.636,3.457
-10.014,26.979,2.642,3.457
-10.003,26.979,2.636,3.457
-9.995,26.979,2.642,3.457
-9.985,26.979,2.642,3.457
-9.974,26.979,2.642,3.464
-9.964,26.979,2.642,3.457
-9.955,26.979,2.642,3.464
-9.945,26.954,2.642,3.457
-9.934,26.979,2.636,3.457
-9.926,26.954,2.636,3.457
-9.914,26.954,2.642,3.457
-9.904,26.979,2.636,3.457
-9.894,26.979,2.636,3.457
-9.885,26.979,2.642,3.457
-9.874,26.979,2.642,3.457
-9.865,26.979,2.636,3.457
-9.855,26.979,2.636,3.457
-9.844,26.954,2.642,3.457
-9.835,26.979,2.636,3.457
-9.825,26.954,2.636,3.457
-9.814,26.954,2.642,3.457
-9.805,26.979,2.642,3.457
-9.794,26.954,2.642,3.457
-9.784,26.954,2.636,3.457
-9.775,26.979,2.642,3.457
-9.763,26.979,2.642,3.457
-9.755,26.979,2.642,3.457
-9.743,26.954,2.642,3.457
-9.735,26.954,2.642,3.457
-9.725,26.979,2.642,3.457
-9.715,26.954,2.642,3.457
-9.703,26.979,2.636,3.457
-9.695,26.954,2.642,3.457
-9.684,26.979,2.642,3.457
-9.675,26.954,2.642,3.457
-9.664,26.954,2.642,3.457
-9.654,26.979,2.642,3.457
-9.645,26.979,2.642,3.457
-9.635,26.954,2.642,3.457
-9.625,26.979,2.642,3.457
-9.614,26.979,2.642,3.457
-9.605,26.954,2.642,3.457
-9.594,26.979,2.642,3.457
-9.584,26.954,2.642,3.457
-9.574,26.954,2.642,3.457
-9.565,26.979,2.636,3.457
-9.554,26.954,2.642,3.457
-9.545,26.979,2.642,3.457
-9.535,26.979,2.642,3.457
-9.524,26.954,2.642,3.457
-9.515,26.979,2.636,3.457
-9.505,26.979,2.642,3.457
-9.494,26.954,2.642,3.457
-9.483,26.979,2.642,3.457
-9.474,26.979,2.636,3.457
-9.465,26.979,2.636,3.457
-9.454,26.979,2.636,3.457
-9.444,26.979,2.636,3.457
-9.434,26.979,2.636,3.457
-9.424,26.979,2.642,3.457
-9.415,26.954,2.642,3.457
-9.405,26.954,2.636,3.457
-9.394,26.979,2.636,3.457
-9.385,26.954,2.642,3.457
-9.375,26.954,2.642,3.457
-9.365,26.979,2.636,3.457
-9.355,26.979,2.642,3.457
-9.344,26.979,2.636,3.457
-9.331,26.979,2.636,3.457
-9.318,26.954,2.636,3.457
-9.309,26.979,2.636,3.457
-9.304,26.979,2.636,3.464
-9.295,26.979,2.636,3.457
-9.285,26.979,2.636,3.457
-9.275,26.979,2.642,3.457
-9.265,26.979,2.642,3.457
-9.254,26.954,2.642,3.464
-9.245,26.979,2.636,3.457
-9.234,26.979,2.636,3.457
-9.224,26.954,2.642,3.457
-9.215,26.954,2.642,3.457
-9.205,26.979,2.636,3.457
-9.195,26.954,2.636,3.457
-9.185,26.979,2.636,3.457
-9.174,26.979,2.642,3.457
-9.164,26.979,2.642,3.457
-9.156,26.979,2.642,3.457
-9.145,26.979,2.642,3.457
-9.135,26.979,2.642,3.457
-9.119,26.954,2.636,3.457
-9.109,26.979,2.642,3.457
-9.103,26.979,2.642,3.457
-9.093,26.979,2.642,3.457
-9.084,26.979,2.636,3.457
-9.075,26.979,2.642,3.457
-9.060,26.954,2.636,3.457
-9.050,26.954,2.636,3.457
-9.044,26.979,2.642,3.457
-9.035,26.979,2.636,3.457
-9.025,26.979,2.636,3.457
-9.015,26.979,2.636,3.457
-9.005,26.979,2.642,3.457
-8.994,26.979,2.636,3.457
-8.986,26.979,2.642,3.457
-8.975,26.979,2.642,3.457
-8.964,26.979,2.642,3.457
-8.955,26.979,2.642,3.457
-8.945,26.979,2.642,3.457
-8.935,26.979,2.636,3.457
-8.924,26.979,2.642,3.457
-8.915,26.979,2.642,3.451
-8.902,26.979,2.642,3.457
-8.888,26.979,2.642,3.457
-8.881,26.979,2.636,3.457
-8.874,26.979,2.642,3.457
-8.865,26.979,2.636,3.457
-8.855,26.979,2.636,3.457
-8.844,26.979,2.636,3.457
-8.835,26.979,2.636,3.457
-8.822,26.979,2.642,3.457
-8.811,26.979,2.636,3.457
-8.804,26.979,2.642,3.457
-8.794,26.979,2.636,3.457
-8.783,26.979,2.642,3.457
-8.775,26.979,2.642,3.457
-8.763,26.979,2.642,3.457
-8.754,26.979,2.636,3.457
-8.745,26.979,2.642,3.457
-8.731,26.954,2.642,3.457
-8.722,26.979,2.636,3.457
-8.712,26.979,2.636,3.457
-8.704,26.979,2.642,3.457
-8.695,26.979,2.642,3.457
-8.685,26.979,2.636,3.457
-8.674,26.979,2.642,3.457
-8.664,26.979,2.642,3.457
-8.654,26.979,2.642,3.457
-8.645,26.979,2.642,3.457
-8.635,26.979,2.636,3.457
-8.625,26.979,2.642,3.457
-8.615,26.979,2.642,3.457
-8.603,26.979,2.642,3.457
-8.595,26.979,2.642,3.457
-8.585,26.979,2.642,3.457
-8.575,26.979,2.642,3.457
-8.564,26.979,2.642,3.457
-8.554,26.979,2.642,3.457
-8.544,26.979,2.642,3.457
-8.535,26.979,2.642,3.457
-8.525,26.979,2.636,3.457
-8.515,26.979,2.642,3.457
-8.505,26.979,2.642,3.457
-8.494,26.979,2.636,3.457
-8.484,26.979,2.636,3.457
-8.475,26.979,2.636,3.457
-8.464,26.979,2.636,3.457
-8.454,26.979,2.636,3.457
-8.445,26.979,2.636,3.457
-8.435,26.979,2.642,3.457
-8.425,26.979,2.642,3.457
-8.415,26.979,2.636,3.457
-8.405,26.979,2.642,3.457
-8.394,26.979,2.636,3.457
-8.385,26.979,2.636,3.457
-8.374,26.979,2.636,3.457
-8.364,26.979,2.636,3.457
-8.355,26.979,2.636,3.457
-8.344,26.979,2.636,3.457
-8.335,26.979,2.636,3.457
-8.325,26.979,2.642,3.457
-8.315,26.979,2.636,3.457
-8.305,26.979,2.636,3.457
-8.294,26.979,2.636,3.457
-8.285,26.979,2.642,3.457
-8.275,26.979,2.636,3.457
-8.265,26.979,2.642,3.457
-8.255,26.979,2.642,3.457
-8.244,26.979,2.642,3.457
-8.234,26.979,2.636,3.457
-8.224,26.979,2.642,3.457
-8.214,26.979,2.642,3.457
-8.204,26.979,2.642,3.457
-8.194,26.979,2.642,3.457
-8.185,26.979,2.642,3.457
-8.175,26.979,2.642,3.457
-8.165,26.979,2.636,3.457
-8.155,26.979,2.642,3.457
-8.145,26.979,2.642,3.457
-8.134,26.979,2.642,3.457
-8.124,26.979,2.636,3.457
-8.114,26.979,2.636,3.457
-8.103,26.979,2.642,3.457
-8.095,26.979,2.642,3.457
-8.085,26.979,2.636,3.457
-8.074,26.979,2.642,3.457
-8.065,26.979,2.642,3.457
-8.055,26.979,2.642,3.451
-8.044,26.979,2.642,3.457
-8.035,26.979,2.642,3.457
-8.024,26.979,2.642,3.457
-8.013,26.979,2.636,3.457
-8.005,26.979,2.642,3.457
-7.993,26.979,2.642,3.457
-7.984,26.979,2.636,3.451
-7.975,26.979,2.642,3.457
-7.964,26.979,2.636,3.457
-7.955,26.979,2.642,3.457
-7.944,26.979,2.642,3.457
-7.935,26.979,2.642,3.451
-7.925,26.979,2.642,3.457
-7.915,26.979,2.642,3.457
-7.904,26.979,2.642,3.457
-7.894,26.979,2.642,3.451
-7.885,26.979,2.642,3.457
-7.874,26.979,2.642,3.457
-7.864,26.979,2.642,3.457
-7.854,26.979,2.642,3.457
-7.845,26.979,2.642,3.457
-7.834,26.979,2.636,3.457
-7.825,26.979,2.642,3.457
-7.815,26.979,2.642,3.457
-7.805,26.979,2.636,3.457
-7.794,26.979,2.642,3.457
-7.784,26.979,2.642,3.457
-7.774,26.979,2.642,3.457
-7.765,26.979,2.642,3.457
-7.755,26.979,2.642,3.457
-7.745,26.979,2.642,3.457
-7.735,26.979,2.642,3.457
-7.723,26.979,2.642,3.457
-7.715,26.979,2.642,3.457
-7.705,26.979,2.642,3.451
-7.694,26.979,2.642,3.457
-7.685,26.979,2.642,3.457
-7.674,26.979,2.642,3.451
-7.663,26.979,2.642,3.451
-7.654,26.979,2.642,3.451
-7.645,26.979,2.642,3.457
-7.635,26.979,2.636,3.457
-7.624,26.979,2.642,3.457
-7.615,26.979,2.642,3.457
-7.604,26.979,2.642,3.451
-7.594,26.979,2.642,3.457
-7.585,26.979,2.642,3.451
-7.575,26.979,2.642,3.457
-7.564,26.979,2.636,3.451
-7.554,26.979,2.636,3.457
-7.544,26.979,2.642,3.457
-7.535,26.979,2.642,3.457
-7.524,26.979,2.642,3.457
-7.515,26.979,2.642,3.457
-7.505,26.979,2.642,3.457
-7.493,26.979,2.642,3.457
-7.484,26.979,2.636,3.457
-7.475,26.979,2.642,3.457
-7.463,26.979,2.642,3.457
-7.454,26.979,2.636,3.457
-7.445,26.979,2.642,3.457
-7.434,26.979,2.642,3.457
-7.423,26.979,2.642,3.457
-7.415,26.979,2.642,3.457
-7.405,26.979,2.642,3.451
-7.395,26.979,2.642,3.457
-7.384,26.979,2.642,3.457
-7.374,26.979,2.642,3.457
-7.364,26.979,2.636,3.457
-7.354,26.979,2.642,3.457
-7.346,26.979,2.642,3.457
-7.335,26.979,2.636,3.457
-7.323,26.979,2.636,3.457
-7.315,26.979,2.636,3.457
-7.305,26.979,2.636,3.457
-7.295,26.979,2.642,3.457
-7.284,26.979,2.642,3.457
-7.275,26.979,2.636,3.457
-7.264,26.979,2.642,3.457
-7.255,26.979,2.636,3.457
-7.244,26.979,2.642,3.457
-7.235,26.979,2.636,3.457
-7.225,26.979,2.636,3.457
-7.215,26.979,2.642,3.457
-7.205,26.979,2.636,3.457
-7.194,26.979,2.636,3.457
-7.185,26.979,2.636,3.457
-7.175,26.979,2.636,3.457
-7.164,26.979,2.642,3.457
-7.153,26.979,2.636,3.457
-7.145,26.979,2.636,3.457
-7.135,26.979,2.642,3.464
-7.125,26.979,2.636,3.457
-7.115,26.979,2.642,3.457
-7.104,26.979,2.636,3.457
-7.094,26.979,2.642,3.457
-7.084,26.979,2.642,3.457
-7.075,26.979,2.642,3.451
-7.065,26.979,2.636,3.457
-7.055,26.979,2.636,3.457
-7.043,26.979,2.636,3.457
-7.034,26.979,2.636,3.457
-7.024,26.979,2.636,3.457
-7.014,26.979,2.636,3.457
-7.005,26.979,2.642,3.457
-6.995,26.979,2.636,3.457
-6.985,26.979,2.636,3.457
-6.975,26.979,2.642,3.457
-6.965,26.979,2.642,3.457
-6.955,26.979,2.642,3.457
-6.945,26.979,2.642,3.457
-6.934,26.979,2.642,3.457
-6.924,26.979,2.642,3.457
-6.916,26.979,2.642,3.457
-6.904,26.979,2.636,3.457
-6.895,26.979,2.642,3.457
-6.885,26.979,2.642,3.457
-6.875,26.979,2.642,3.457
-6.864,26.979,2.642,3.457
-6.855,26.979,2.642,3.457
-6.845,26.979,2.636,3.457
-6.834,26.979,2.642,3.457
-6.825,26.979,2.642,3.457
-6.814,26.979,2.642,3.457
-6.805,26.979,2.642,3.457
-6.794,26.979,2.642,3.457
-6.785,26.979,2.642,3.457
-6.774,26.979,2.642,3.457
-6.765,26.979,2.642,3.457
-6.754,26.979,2.642,3.457
-6.746,26.979,2.642,3.457
-6.734,26.979,2.642,3.457
-6.725,26.979,2.642,3.457
-6.714,26.979,2.642,3.457
-6.705,26.979,2.642,3.457
-6.694,26.979,2.642,3.457
-6.684,26.979,2.636,3.457
-6.675,26.979,2.642,3.451
-6.664,26.979,2.636,3.451
-6.656,26.979,2.642,3.451
-6.645,26.979,2.636,3.457
-6.635,26.979,2.636,3.457
-6.625,26.979,2.636,3.457
-6.615,26.979,2.642,3.457
-6.604,26.979,2.642,3.457
-6.594,26.979,2.642,3.457
-6.585,26.979,2.642,3.457
-6.575,26.979,2.636,3.457
-6.564,26.979,2.642,3.457
-6.554,26.979,2.642,3.457
-6.545,26.979,2.642,3.457
-6.534,26.979,2.636,3.457
-6.525,26.979,2.642,3.457
-6.515,26.979,2.642,3.457
-6.503,26.979,2.642,3.457
-6.494,26.979,2.642,3.457
-6.484,26.979,2.642,3.457
-6.473,26.979,2.642,3.457
-6.463,26.979,2.642,3.457
-6.455,26.979,2.642,3.457
-6.445,26.979,2.642,3.457
-6.434,26.979,2.642,3.457
-6.425,26.979,2.642,3.457
-6.415,26.979,2.642,3.457
-6.404,26.979,2.642,3.457
-6.394,26.979,2.642,3.457
-6.384,26.979,2.636,3.457
-6.375,26.979,2.642,3.457
-6.365,26.979,2.642,3.457
-6.354,26.979,2.636,3.457
-6.344,26.979,2.642,3.457
-6.335,26.979,2.642,3.457
-6.324,26.979,2.642,3.457
-6.315,26.979,2.642,3.457
-6.304,26.979,2.642,3.457
-6.295,26.979,2.642,3.457
-6.285,26.979,2.642,3.457
-6.274,26.979,2.642,3.457
-6.264,26.979,2.636,3.457
-6.254,26.979,2.636,3.457
-6.245,26.979,2.642,3.457
-6.234,26.979,2.636,3.457
-6.226,26.979,2.642,3.457
-6.214,26.979,2.642,3.457
-6.205,26.979,2.642,3.457
-6.194,26.979,2.642,3.457
-6.185,26.979,2.636,3.457
-6.174,26.979,2.636,3.457
-6.165,26.979,2.636,3.457
-6.154,26.979,2.642,3.457
-6.144,26.979,2.636,3.457
-6.134,26.979,2.636,3.457
-6.125,26.979,2.636,3.457
-6.115,26.979,2.636,3.457
-6.105,26.979,2.636,3.457
-6.095,26.979,2.636,3.457
-6.084,26.979,2.636,3.457
-6.075,26.979,2.636,3.457
-6.064,26.979,2.636,3.457
-6.055,26.979,2.636,3.457
-6.044,26.979,2.636,3.457
-6.033,26.979,2.636,3.457
-6.021,26.979,2.636,3.457
-6.009,26.979,2.642,3.457
-6.004,26.979,2.642,3.457
-5.994,26.979,2.642,3.457
-5.985,26.979,2.642,3.457
-5.974,26.979,2.636,3.457
-5.955,26.979,2.642,3.457
-5.945,26.979,2.636,3.457
-5.934,26.979,2.642,3.420
-5.924,26.979,2.555,3.282
-5.914,26.979,2.454,3.282
-5.905,26.979,2.454,3.282
-5.894,26.979,2.454,3.282
-5.886,26.979,2.454,3.282
-5.874,26.979,2.454,3.282
-5.865,26.979,2.454,3.282
-5.853,26.979,2.448,3.282
-5.845,26.979,2.454,3.288
-5.834,26.979,2.454,3.288
-5.824,26.979,2.454,3.288
-5.815,26.979,2.454,3.288
-5.800,26.979,2.454,3.288
-5.789,26.979,2.454,3.288
-5.780,26.979,2.454,3.288
-5.774,26.979,2.454,3.288
-5.765,26.979,2.454,3.288
-5.755,26.979,2.454,3.294
-5.744,26.979,2.448,3.294
-5.735,26.979,2.454,3.294
-5.724,26.979,2.454,3.288
-5.714,26.979,2.454,3.251
-5.704,26.954,2.454,3.225
-5.694,26.979,2.454,3.194
-5.683,26.954,2.454,3.150
-5.675,26.979,2.461,3.119
-5.665,26.979,2.454,3.100
-5.654,26.954,2.454,3.075
-5.645,26.979,2.454,3.056
-5.634,26.979,2.461,3.044
-5.624,26.954,2.454,3.031
-5.610,26.954,2.461,3.019
-5.598,26.954,2.461,3.012
-5.591,26.954,2.461,3.006
-5.585,26.954,2.461,3.006
-5.575,26.954,2.454,3.006
-5.565,26.954,2.454,3.000
-5.552,26.954,2.461,3.000
-5.542,26.954,2.461,3.000
-5.531,26.954,2.461,3.000
-5.524,26.954,2.461,3.000
-5.513,26.954,2.461,3.000
-5.505,26.954,2.461,3.000
-5.495,26.929,2.461,3.000
-5.484,26.954,2.461,3.000
-5.475,26.929,2.461,3.000
-5.464,26.929,2.461,2.994
-5.452,26.929,2.461,2.994
-5.438,26.929,2.467,2.994
-5.429,26.929,2.461,2.987
-5.423,26.929,2.461,2.987
-5.415,26.929,2.461,2.981
-5.405,26.929,2.461,2.981
-5.394,26.929,2.461,2.975
-5.384,26.929,2.461,2.975
-5.375,26.929,2.461,2.969
-5.364,26.929,2.467,2.969
-5.354,26.929,2.461,2.962
-5.345,26.929,2.467,2.962
-5.335,26.904,2.467,2.956
-5.325,26.929,2.467,2.950
-5.315,26.929,2.467,2.950
-5.305,26.904,2.467,2.944
-5.294,26.904,2.461,2.944
-5.284,26.904,2.461,2.937
-5.274,26.904,2.461,2.937
-5.263,26.904,2.467,2.931
-5.254,26.904,2.467,2.925
-5.239,26.904,2.461,2.925
-5.227,26.904,2.467,2.919
-5.219,26.904,2.467,2.919
-5.215,26.904,2.467,2.919
-5.205,26.904,2.467,2.912
-5.194,26.879,2.467,2.912
-5.185,26.904,2.467,2.906
-5.175,26.879,2.467,2.906
-5.163,26.879,2.467,2.906
-5.154,26.879,2.467,2.900
-5.145,26.879,2.467,2.893
-5.134,26.879,2.467,2.893
-5.125,26.879,2.467,2.893
-5.116,26.879,2.467,2.887
-5.105,26.879,2.467,2.887
-5.093,26.854,2.467,2.881
-5.085,26.879,2.467,2.881
-5.075,26.854,2.467,2.881
-5.063,26.854,2.467,2.875
-5.054,26.854,2.467,2.875
-5.045,26.854,2.473,2.875
-5.032,26.854,2.467,2.868
-5.020,26.854,2.473,2.868
-5.012,26.854,2.473,2.868
-5.004,26.854,2.473,2.868
-4.994,26.854,2.473,2.862
-4.985,26.854,2.473,2.862
-4.975,26.854,2.473,2.862
-4.963,26.854,2.473,2.862
-4.954,26.829,2.473,2.862
-4.944,26.829,2.473,2.862
-4.934,26.829,2.473,2.856
