# T[s],P0[MPa],P1[MPa],P2[MPa]
-21.355,26.929,2.642,3.457
-21.344,26.929,2.642,3.457
-21.335,26.929,2.636,3.457
-21.325,26.929,2.642,3.457
-21.314,26.929,2.642,3.457
-21.305,26.929,2.642,3.457
-21.294,26.929,2.642,3.457
-21.284,26.929,2.642,3.457
-21.275,26.929,2.642,3.457
-21.265,26.929,2.642,3.457
-21.255,26.929,2.642,3.457
-21.244,26.929,2.642,3.457
-21.235,26.929,2.642,3.464
-21.225,26.929,2.642,3.457
-21.214,26.929,2.642,3.464
-21.206,26.929,2.642,3.457
-21.195,26.929,2.642,3.457
-21.185,26.929,2.642,3.457
-21.175,26.929,2.642,3.457
-21.163,26.929,2.642,3.457
-21.154,26.929,2.642,3.457
-21.144,26.929,2.642,3.457
-21.135,26.929,2.642,3.457
-21.125,26.929,2.642,3.457
-21.114,26.929,2.642,3.457
-21.105,26.929,2.642,3.457
-21.095,26.929,2.636,3.457
-21.085,26.929,2.642,3.457
-21.074,26.929,2.642,3.457
-21.065,26.929,2.642,3.457
-21.055,26.929,2.636,3.457
-21.044,26.929,2.636,3.457
-21.034,26.929,2.642,3.457
-21.025,26.929,2.642,3.457
-21.015,26.929,2.642,3.457
-21.005,26.929,2.642,3.457
-20.995,26.929,2.642,3.457
-20.985,26.929,2.642,3.457
-20.974,26.929,2.642,3.457
-20.965,26.929,2.642,3.457
-20.954,26.929,2.642,3.457
-20.944,26.929,2.642,3.457
-20.935,26.929,2.642,3.457
-20.925,26.929,2.642,3.457
-20.914,26.929,2.642,3.457
-20.905,26.929,2.642,3.457
-20.895,26.929,2.642,3.457
-20.884,26.929,2.642,3.457
-20.875,26.929,2.642,3.457
-20.864,26.929,2.642,3.457
-20.855,26.929,2.642,3.457
-20.843,26.929,2.642,3.457
-20.835,26.929,2.642,3.457
-20.825,26.929,2.642,3.457
-20.815,26.929,2.642,3.457
-20.804,26.929,2.642,3.457
-20.795,26.929,2.642,3.457
-20.784,26.929,2.642,3.457
-20.775,26.929,2.642,3.457
-20.764,26.929,2.642,3.457
-20.755,26.929,2.642,3.457
-20.745,26.929,2.642,3.457
-20.735,26.929,2.642,3.457
-20.725,26.929,2.642,3.457
-20.715,26.929,2.642,3.457
-20.704,26.929,2.642,3.457
-20.694,26.929,2.642,3.457
-20.684,26.929,2.642,3.457
-20.675,26.929,2.642,3.457
-20.665,26.929,2.642,3.457
-20.655,26.929,2.636,3.457
-20.645,26.929,2.642,3.451
-20.635,26.929,2.642,3.457
-20.625,26.929,2.642,3.457
-20.614,26.929,2.642,3.457
-20.605,26.929,2.642,3.457
-20.594,26.929,2.642,3.457
-20.583,26.929,2.642,3.457
-20.575,26.929,2.642,3.457
-20.565,26.929,2.642,3.457
-20.555,26.929,2.642,3.457
-20.545,26.929,2.642,3.457
-20.535,26.929,2.642,3.457
-20.524,26.954,2.642,3.457
-20.515,26.929,2.642,3.457
-20.505,26.929,2.642,3.457
-20.493,26.929,2.642,3.457
-20.483,26.929,2.642,3.457
-20.474,26.929,2.642,3.457
-20.464,26.929,2.642,3.457
-20.455,26.929,2.636,3.457
-20.445,26.954,2.642,3.457
-20.435,26.929,2.642,3.457
-20.424,26.929,2.642,3.457
-20.415,26.929,2.642,3.457
-20.405,26.929,2.642,3.457
-20.395,26.929,2.642,3.457
-20.383,26.929,2.642,3.457
-20.374,26.929,2.642,3.457
-20.364,26.929,2.642,3.457
-20.355,26.929,2.642,3.457
-20.345,26.929,2.636,3.457
-20.335,26.929,2.642,3.457
-20.325,26.929,2.642,3.457
-20.315,26.929,2.642,3.457
-20.305,26.929,2.636,3.457
-20.295,26.929,2.636,3.457
-20.285,26.929,2.636,3.457
-20.275,26.929,2.642,3.457
-20.264,26.929,2.636,3.457
-20.255,26.929,2.642,3.457
-20.245,26.929,2.636,3.457
-20.235,26.929,2.642,3.457
-20.225,26.954,2.642,3.457
-20.215,26.929,2.642,3.457
-20.205,26.929,2.636,3.457
-20.194,26.929,2.636,3.457
-20.185,26.929,2.642,3.457
-20.174,26.929,2.642,3.457
-20.163,26.929,2.642,3.457
-20.153,26.929,2.642,3.457
-20.145,26.929,2.642,3.457
-20.135,26.929,2.642,3.457
-20.125,26.929,2.642,3.457
-20.115,26.929,2.642,3.457
-20.105,26.929,2.642,3.457
-20.094,26.929,2.642,3.457
-20.084,26.954,2.642,3.457
-20.074,26.929,2.642,3.457
-20.063,26.929,2.642,3.457
-20.054,26.929,2.642,3.457
-20.045,26.929,2.636,3.457
-20.034,26.929,2.642,3.457
-20.025,26.929,2.642,3.457
-20.015,26.929,2.642,3.457
-20.005,26.929,2.642,3.457
-19.993,26.929,2.642,3.457
-19.985,26.929,2.642,3.457
-19.975,26.929,2.642,3.457
-19.964,26.929,2.642,3.457
-19.955,26.929,2.642,3.457
-19.944,26.929,2.642,3.457
-19.934,26.929,2.642,3.457
-19.925,26.929,2.642,3.457
-19.915,26.929,2.636,3.457
-19.905,26.929,2.642,3.457
-19.895,26.929,2.642,3.457
-19.885,26.929,2.642,3.457
-19.875,26.929,2.642,3.457
-19.865,26.929,2.636,3.457
-19.855,26.929,2.642,3.457
-19.845,26.929,2.642,3.457
-19.834,26.929,2.642,3.457
-19.825,26.929,2.642,3.464
-19.813,26.929,2.642,3.457
-19.805,26.929,2.642,3.457
-19.789,26.929,2.642,3.457
-19.779,26.929,2.642,3.457
-19.773,26.929,2.642,3.457
-19.765,26.929,2.642,3.457
-19.750,26.929,2.642,3.457
-19.741,26.929,2.642,3.457
-19.729,26.929,2.642,3.457
-19.724,26.954,2.642,3.457
-19.714,26.929,2.642,3.457
-19.705,26.954,2.642,3.457
-19.695,26.929,2.642,3.457
-19.684,26.929,2.642,3.457
-19.675,26.929,2.642,3.457
-19.664,26.929,2.642,3.457
-19.655,26.929,2.642,3.457
-19.645,26.954,2.642,3.457
-19.635,26.929,2.642,3.457
-19.625,26.929,2.642,3.457
-19.615,26.954,2.642,3.457
-19.604,26.954,2.642,3.457
-19.594,26.954,2.642,3.457
-19.585,26.929,2.642,3.457
-19.575,26.954,2.642,3.457
-19.564,26.954,2.642,3.457
-19.555,26.954,2.642,3.457
-19.545,26.954,2.642,3.457
-19.534,26.929,2.642,3.457
-19.525,26.929,2.642,3.457
-19.515,26.929,2.642,3.457
-19.504,26.929,2.642,3.457
-19.494,26.929,2.642,3.457
-19.486,26.954,2.642,3.464
-19.474,26.954,2.642,3.457
-19.463,26.929,2.636,3.457
-19.455,26.929,2.642,3.457
-19.444,26.929,2.636,3.464
-19.434,26.954,2.642,3.457
-19.425,26.954,2.642,3.457
-19.415,26.954,2.642,3.457
-19.405,26.929,2.642,3.457
-19.395,26.954,2.642,3.457
-19.385,26.954,2.642,3.457
-19.374,26.929,2.642,3.457
-19.365,26.954,2.642,3.457
-19.355,26.954,2.642,3.457
-19.345,26.929,2.642,3.457
-19.334,26.954,2.642,3.457
-19.325,26.954,2.642,3.457
-19.314,26.929,2.642,3.457
-19.305,26.929,2.642,3.457
-19.293,26.929,2.642,3.457
-19.285,26.929,2.642,3.457
-19.275,26.929,2.642,3.457
-19.263,26.929,2.642,3.457
-19.255,26.929,2.642,3.457
-19.244,26.929,2.642,3.457
-19.235,26.929,2.642,3.457
-19.226,26.929,2.642,3.457
-19.213,26.929,2.642,3.457
-19.205,26.929,2.642,3.457
-19.195,26.954,2.642,3.457
-19.185,26.954,2.642,3.457
-19.174,26.929,2.642,3.457
-19.164,26.929,2.636,3.457
-19.154,26.929,2.642,3.457
-19.145,26.954,2.642,3.457
-19.134,26.929,2.642,3.464
-19.125,26.954,2.636,3.464
-19.115,26.954,2.642,3.457
-19.105,26.929,2.642,3.457
-19.091,26.954,2.636,3.457
-19.079,26.954,2.642,3.457
-19.074,26.954,2.636,3.457
-19.064,26.929,2.642,3.457
-19.054,26.954,2.636,3.457
-19.044,26.954,2.642,3.457
-19.035,26.954,2.642,3.457
-19.025,26.954,2.636,3.457
-19.014,26.954,2.642,3.457
-19.005,26.929,2.642,3.457
-18.995,26.929,2.636,3.457
-18.985,26.929,2.642,3.457
-18.970,26.954,2.642,3.457
-18.960,26.954,2.642,3.457
-18.948,26.954,2.636,3.457
-18.943,26.929,2.636,3.457
-18.933,26.929,2.642,3.457
-18.925,26.954,2.642,3.457
-18.913,26.929,2.636,3.457
-18.905,26.929,2.642,3.457
-18.894,26.954,2.642,3.457
-18.884,26.929,2.642,3.457
-18.874,26.954,2.642,3.464
-18.864,26.954,2.642,3.457
-18.855,26.954,2.642,3.457
-18.840,26.929,2.642,3.464
-18.830,26.929,2.642,3.464
-18.824,26.954,2.642,3.457
-18.815,26.929,2.642,3.457
-18.804,26.954,2.642,3.457
-18.794,26.929,2.642,3.457
-18.785,26.954,2.642,3.457
-18.774,26.954,2.642,3.457
-18.765,26.929,2.642,3.457
-18.755,26.954,2.642,3.457
-18.745,26.954,2.642,3.457
-18.734,26.929,2.642,3.457
-18.724,26.954,2.642,3.457
-18.714,26.954,2.642,3.457
-18.704,26.954,2.642,3.457
-18.694,26.954,2.642,3.457
-18.685,26.954,2.642,3.457
-18.669,26.929,2.642,3.457
-18.660,26.954,2.636,3.457
-18.653,26.954,2.642,3.457
-18.645,26.929,2.642,3.457
-18.634,26.929,2.636,3.457
-18.624,26.929,2.636,3.464
-18.614,26.929,2.636,3.457
-18.604,26.954,2.642,3.457
-18.594,26.929,2.642,3.457
-18.583,26.954,2.642,3.457
-18.575,26.929,2.642,3.457
-18.564,26.954,2.642,3.457
-18.554,26.929,2.642,3.457
-18.544,26.954,2.642,3.457
-18.535,26.929,2.642,3.457
-18.524,26.954,2.642,3.457
-18.513,26.954,2.642,3.457
-18.505,26.954,2.642,3.457
-18.494,26.929,2.642,3.457
-18.485,26.954,2.642,3.457
-18.475,26.954,2.642,3.457
-18.464,26.954,2.642,3.457
-18.455,26.954,2.642,3.457
-18.444,26.929,2.642,3.457
-18.435,26.954,2.642,3.457
-18.425,26.954,2.642,3.457
-18.415,26.954,2.642,3.457
-18.405,26.954,2.642,3.457
-18.395,26.954,2.642,3.457
-18.384,26.954,2.642,3.457
-18.375,26.954,2.636,3.457
-18.365,26.954,2.642,3.457
-18.353,26.954,2.642,3.457
-18.345,26.954,2.642,3.457
-18.335,26.954,2.642,3.457
-18.321,26.954,2.642,3.457
-18.309,26.929,2.642,3.457
-18.304,26.929,2.642,3.457
-18.294,26.954,2.642,3.457
-18.284,26.954,2.642,3.457
-18.274,26.954,2.642,3.457
-18.264,26.954,2.642,3.457
-18.255,26.954,2.642,3.457
-18.245,26.954,2.642,3.457
-18.231,26.954,2.642,3.457
-18.218,26.954,2.642,3.457
-18.213,26.954,2.642,3.457
-18.204,26.929,2.642,3.457
-18.194,26.954,2.642,3.457
-18.185,26.954,2.642,3.457
-18.174,26.954,2.642,3.457
-18.163,26.954,2.642,3.457
-18.155,26.954,2.642,3.457
-18.145,26.954,2.642,3.457
-18.135,26.954,2.642,3.457
-18.124,26.954,2.642,3.457
-18.115,26.954,2.642,3.457
-18.104,26.954,2.642,3.457
-18.094,26.954,2.642,3.457
-18.085,26.954,2.642,3.457
-18.075,26.954,2.642,3.457
-18.065,26.954,2.642,3.457
-18.055,26.954,2.642,3.457
-18.045,26.954,2.642,3.457
-18.035,26.954,2.642,3.457
-18.024,26.954,2.642,3.457
-18.014,26.954,2.642,3.457
-18.004,26.954,2.642,3.457
-17.993,26.954,2.642,3.457
-17.985,26.954,2.642,3.457
-17.975,26.954,2.642,3.457
-17.965,26.954,2.642,3.457
-17.954,26.954,2.642,3.457
-17.943,26.954,2.642,3.457
-17.934,26.954,2.642,3.457
-17.924,26.954,2.642,3.457
-17.915,26.954,2.642,3.457
-17.905,26.954,2.642,3.457
-17.893,26.954,2.642,3.457
-17.885,26.954,2.642,3.457
-17.874,26.954,2.642,3.457
-17.863,26.954,2.642,3.457
-17.854,26.954,2.642,3.457
-17.844,26.954,2.642,3.457
-17.833,26.954,2.642,3.457
-17.825,26.954,2.642,3.457
-17.815,26.954,2.642,3.457
-17.805,26.954,2.642,3.457
-17.794,26.954,2.642,3.457
-17.785,26.954,2.642,3.457
-17.775,26.954,2.642,3.457
-17.764,26.954,2.642,3.457
-17.754,26.954,2.642,3.457
-17.745,26.954,2.642,3.457
-17.734,26.954,2.642,3.457
-17.724,26.954,2.642,3.464
-17.711,26.954,2.642,3.464
-17.698,26.954,2.642,3.457
-17.692,26.954,2.642,3.457
-17.685,26.954,2.642,3.457
-17.674,26.954,2.642,3.457
-17.665,26.954,2.642,3.457
-17.655,26.954,2.642,3.457
-17.645,26.954,2.642,3.457
-17.631,26.954,2.642,3.457
-17.618,26.954,2.642,3.457
-17.611,26.954,2.642,3.457
-17.605,26.954,2.642,3.457
-17.594,26.954,2.642,3.457
-17.584,26.954,2.642,3.457
-17.574,26.954,2.642,3.457
-17.564,26.954,2.642,3.457
-17.555,26.954,2.642,3.457
-17.543,26.954,2.642,3.457
-17.534,26.954,2.642,3.457
-17.524,26.954,2.642,3.457
-17.514,26.954,2.642,3.457
-17.504,26.954,2.642,3.457
-17.494,26.954,2.642,3.457
-17.485,26.954,2.642,3.457
-17.473,26.954,2.642,3.457
-17.465,26.954,2.642,3.457
-17.455,26.954,2.642,3.457
-17.444,26.954,2.636,3.457
-17.435,26.954,2.642,3.457
-17.425,26.954,2.642,3.457
-17.414,26.954,2.642,3.457
-17.404,26.954,2.642,3.457
-17.393,26.954,2.642,3.457
-17.385,26.954,2.642,3.457
-17.375,26.954,2.642,3.457
-17.364,26.954,2.642,3.457
-17.355,26.954,2.642,3.457
-17.345,26.954,2.642,3.457
-17.334,26.954,2.642,3.457
-17.324,26.954,2.642,3.457
-17.315,26.954,2.636,3.457
-17.303,26.954,2.642,3.457
-17.295,26.954,2.642,3.457
-17.284,26.954,2.642,3.457
-17.274,26.954,2.642,3.457
-17.263,26.954,2.642,3.457
-17.254,26.954,2.636,3.457
-17.245,26.954,2.642,3.457
-17.235,26.954,2.642,3.457
-17.225,26.954,2.642,3.457
-17.213,26.954,2.642,3.457
-17.204,26.954,2.642,3.457
-17.193,26.954,2.642,3.457
-17.184,26.954,2.642,3.457
-17.175,26.954,2.642,3.457
-17.164,26.954,2.642,3.457
-17.154,26.954,2.642,3.457
-17.145,26.954,2.642,3.457
-17.134,26.954,2.642,3.457
-17.125,26.954,2.642,3.457
-17.114,26.954,2.642,3.457
-17.105,26.954,2.642,3.457
-17.095,26.954,2.642,3.457
-17.084,26.954,2.642,3.457
-17.074,26.954,2.642,3.457
-17.063,26.954,2.642,3.457
-17.055,26.954,2.642,3.457
-17.045,26.954,2.642,3.457
-17.034,26.954,2.642,3.457
-17.025,26.954,2.642,3.457
-17.015,26.954,2.642,3.457
-17.005,26.954,2.642,3.457
-16.994,26.954,2.642,3.451
-16.984,26.954,2.642,3.451
-16.974,26.954,2.636,3.457
-16.965,26.954,2.642,3.457
-16.954,26.954,2.642,3.457
-16.945,26.954,2.642,3.457
-16.935,26.954,2.642,3.457
-16.925,26.954,2.642,3.457
-16.915,26.954,2.642,3.457
-16.906,26.954,2.642,3.457
-16.895,26.954,2.642,3.457
-16.885,26.954,2.642,3.457
-16.874,26.954,2.642,3.457
-16.865,26.954,2.642,3.457
-16.855,26.954,2.642,3.457
-16.844,26.954,2.642,3.457
-16.835,26.954,2.642,3.457
-16.825,26.954,2.642,3.457
-16.815,26.954,2.642,3.457
-16.804,26.954,2.642,3.457
-16.795,26.954,2.642,3.457
-16.785,26.954,2.636,3.457
-16.775,26.954,2.642,3.457
-16.765,26.954,2.642,3.457
-16.754,26.954,2.642,3.457
-16.744,26.954,2.642,3.457
-16.734,26.954,2.642,3.457
-16.724,26.954,2.642,3.457
-16.715,26.954,2.642,3.457
-16.705,26.954,2.642,3.457
-16.695,26.954,2.642,3.457
-16.684,26.954,2.642,3.457
-16.675,26.954,2.642,3.457
-16.664,26.954,2.642,3.457
-16.654,26.954,2.642,3.457
-16.644,26.954,2.642,3.457
-16.634,26.954,2.642,3.457
-16.623,26.954,2.642,3.457
-16.613,26.954,2.642,3.457
-16.605,26.954,2.642,3.457
-16.595,26.954,2.642,3.457
-16.584,26.954,2.642,3.457
-16.575,26.954,2.642,3.457
-16.564,26.954,2.642,3.457
-16.554,26.954,2.642,3.457
-16.545,26.954,2.636,3.457
-16.535,26.954,2.636,3.457
-16.525,26.954,2.642,3.457
-16.509,26.954,2.642,3.457
-16.500,26.954,2.642,3.457
-16.494,26.954,2.642,3.457
-16.484,26.954,2.642,3.457
-16.475,26.954,2.642,3.457
-16.464,26.954,2.642,3.457
-16.455,26.954,2.642,3.457
-16.445,26.954,2.642,3.457
-16.431,26.954,2.642,3.457
-16.418,26.954,2.642,3.457
-16.413,26.954,2.642,3.457
-16.404,26.954,2.642,3.457
-16.394,26.954,2.642,3.457
-16.384,26.954,2.642,3.457
-16.374,26.954,2.642,3.457
-16.365,26.954,2.642,3.457
-16.355,26.954,2.642,3.457
-16.345,26.954,2.642,3.457
-16.335,26.954,2.642,3.457
-16.325,26.954,2.642,3.457
-16.313,26.954,2.642,3.464
-16.300,26.954,2.636,3.457
-16.292,26.954,2.642,3.457
-16.284,26.954,2.642,3.457
-16.275,26.954,2.642,3.457
-16.265,26.954,2.642,3.457
-16.255,26.954,2.642,3.457
-16.245,26.954,2.642,3.457
-16.234,26.954,2.642,3.457
-16.224,26.954,2.642,3.457
-16.214,26.954,2.642,3.457
-16.205,26.954,2.642,3.457
-16.194,26.954,2.642,3.457
-16.183,26.954,2.642,3.457
-16.175,26.954,2.642,3.457
-16.164,26.954,2.642,3.457
-16.155,26.954,2.642,3.457
-16.145,26.954,2.642,3.457
-16.134,26.954,2.642,3.457
-16.124,26.954,2.642,3.457
-16.115,26.954,2.642,3.457
-16.105,26.954,2.642,3.457
-16.094,26.954,2.642,3.457
-16.085,26.954,2.642,3.457
-16.074,26.954,2.642,3.457
-16.064,26.954,2.642,3.457
-16.055,26.954,2.642,3.457
-16.046,26.954,2.642,3.457
-16.035,26.954,2.642,3.457
-16.025,26.954,2.642,3.457
-16.015,26.954,2.642,3.457
-16.003,26.954,2.642,3.457
-15.995,26.954,2.642,3.457
-15.985,26.954,2.642,3.457
-15.974,26.954,2.642,3.457
-15.964,26.954,2.642,3.457
-15.954,26.954,2.642,3.457
-15.945,26.954,2.642,3.457
-15.933,26.954,2.642,3.457
-15.925,26.954,2.642,3.457
-15.914,26.954,2.642,3.457
-15.905,26.954,2.642,3.457
-15.894,26.954,2.642,3.457
-15.885,26.954,2.642,3.457
-15.874,26.954,2.642,3.457
-15.864,26.954,2.642,3.457
-15.855,26.954,2.642,3.457
-15.845,26.954,2.642,3.457
-15.835,26.954,2.642,3.457
-15.825,26.954,2.642,3.457
-15.815,26.954,2.642,3.457
-15.804,26.954,2.636,3.457
-15.794,26.954,2.642,3.457
-15.786,26.954,2.642,3.457
-15.773,26.954,2.642,3.457
-15.763,26.954,2.642,3.457
-15.755,26.954,2.642,3.457
-15.745,26.954,2.642,3.457
-15.734,26.954,2.642,3.457
-15.725,26.954,2.642,3.457
-15.714,26.954,2.642,3.457
-15.705,26.954,2.642,3.457
-15.693,26.954,2.642,3.457
-15.685,26.954,2.642,3.457
-15.675,26.954,2.642,3.457
-15.663,26.954,2.642,3.457
-15.655,26.954,2.642,3.457
-15.644,26.954,2.642,3.457
-15.635,26.954,2.642,3.457
-15.625,26.954,2.642,3.457
-15.614,26.954,2.642,3.457
-15.605,26.954,2.642,3.457
-15.595,26.954,2.642,3.457
-15.585,26.954,2.642,3.457
-15.573,26.954,2.642,3.457
-15.565,26.954,2.642,3.457
-15.555,26.954,2.642,3.457
-15.544,26.954,2.642,3.457
-15.534,26.954,2.642,3.457
-15.525,26.954,2.642,3.457
-15.515,26.954,2.642,3.457
-15.505,26.954,2.642,3.457
-15.495,26.954,2.642,3.457
-15.485,26.954,2.642,3.457
-15.475,26.954,2.642,3.457
-15.465,26.954,2.642,3.457
-15.455,26.954,2.636,3.457
-15.444,26.954,2.642,3.457
-15.434,26.954,2.642,3.457
-15.424,26.954,2.642,3.457
-15.415,26.954,2.642,3.457
-15.403,26.954,2.642,3.457
-15.395,26.954,2.642,3.457
-15.383,26.954,2.642,3.457
-15.375,26.954,2.642,3.457
-15.364,26.954,2.642,3.457
-15.355,26.954,2.642,3.457
-15.344,26.954,2.642,3.457
-15.335,26.954,2.642,3.457
-15.325,26.954,2.642,3.457
-15.315,26.954,2.642,3.457
-15.304,26.954,2.642,3.457
-15.295,26.954,2.642,3.457
-15.285,26.954,2.642,3.457
-15.274,26.954,2.642,3.457
-15.265,26.954,2.642,3.457
-15.254,26.954,2.642,3.457
-15.243,26.954,2.642,3.457
-15.235,26.954,2.642,3.457
-15.225,26.954,2.642,3.457
-15.215,26.954,2.642,3.457
-15.204,26.954,2.642,3.457
-15.194,26.954,2.642,3.457
-15.184,26.954,2.642,3.457
-15.174,26.954,2.642,3.457
-15.165,26.954,2.642,3.457
-15.155,26.954,2.642,3.457
-15.145,26.954,2.642,3.457
-15.134,26.954,2.642,3.457
-15.123,26.954,2.642,3.457
-15.115,26.954,2.642,3.457
-15.105,26.954,2.642,3.457
-15.094,26.954,2.642,3.457
-15.083,26.954,2.642,3.457
-15.075,26.954,2.642,3.457
-15.065,26.954,2.642,3.457
-15.055,26.954,2.642,3.457
-15.045,26.954,2.642,3.457
-15.035,26.954,2.642,3.457
-15.025,26.954,2.642,3.457
-15.015,26.954,2.642,3.457
-15.004,26.954,2.642,3.457
-14.993,26.954,2.642,3.457
-14.985,26.954,2.642,3.457
-14.975,26.954,2.642,3.457
-14.965,26.954,2.642,3.457
-14.954,26.954,2.642,3.457
-14.945,26.954,2.642,3.457
-14.935,26.954,2.642,3.457
-14.924,26.954,2.642,3.457
-14.915,26.954,2.642,3.457
-14.905,26.954,2.642,3.464
-14.895,26.954,2.642,3.457
-14.884,26.954,2.642,3.457
-14.875,26.954,2.642,3.457
-14.863,26.954,2.642,3.457
-14.854,26.954,2.642,3.457
-14.845,26.954,2.642,3.457
-14.835,26.954,2.642,3.457
-14.826,26.954,2.642,3.457
-14.815,26.954,2.642,3.457
-14.805,26.954,2.642,3.457
-14.794,26.954,2.642,3.457
-14.785,26.954,2.642,3.457
-14.774,26.954,2.642,3.457
-14.764,26.954,2.642,3.457
-14.756,26.954,2.642,3.464
-14.744,26.954,2.642,3.457
-14.734,26.954,2.642,3.457
-14.725,26.954,2.642,3.457
-14.715,26.954,2.642,3.457
-14.705,26.954,2.642,3.457
-14.694,26.954,2.642,3.464
-14.684,26.954,2.642,3.457
-14.674,26.954,2.636,3.457
-14.664,26.954,2.642,3.457
-14.654,26.954,2.642,3.457
-14.645,26.954,2.642,3.457
-14.635,26.954,2.642,3.457
-14.625,26.954,2.642,3.457
-14.615,26.954,2.642,3.457
-14.600,26.954,2.636,3.457
-14.588,26.954,2.636,3.451
-14.582,26.954,2.642,3.457
-14.575,26.954,2.642,3.457
-14.564,26.954,2.642,3.457
-14.555,26.954,2.642,3.457
-14.543,26.954,2.636,3.457
-14.535,26.954,2.642,3.457
-14.525,26.954,2.642,3.457
-14.515,26.954,2.636,3.457
-14.505,26.954,2.642,3.457
-14.494,26.954,2.636,3.457
-14.485,26.954,2.636,3.457
-14.474,26.954,2.642,3.457
-14.463,26.954,2.636,3.457
-14.455,26.954,2.636,3.457
-14.445,26.954,2.636,3.457
-14.434,26.954,2.642,3.457
-14.424,26.954,2.642,3.457
-14.413,26.954,2.642,3.457
-14.397,26.954,2.642,3.457
-14.389,26.954,2.642,3.457
-14.383,26.954,2.642,3.457
-14.374,26.954,2.642,3.457
-14.363,26.954,2.642,3.457
-14.355,26.954,2.642,3.457
-14.345,26.954,2.642,3.457
-14.331,26.954,2.642,3.457
-14.320,26.954,2.642,3.457
-14.311,26.954,2.642,3.457
-14.304,26.954,2.642,3.457
-14.295,26.954,2.636,3.457
-14.282,26.954,2.636,3.457
-14.273,26.954,2.642,3.457
-14.265,26.954,2.642,3.457
-14.255,26.954,2.642,3.457
-14.244,26.954,2.642,3.457
-14.235,26.954,2.642,3.457
-14.225,26.954,2.642,3.457
-14.215,26.954,2.642,3.457
-14.205,26.954,2.642,3.457
-14.194,26.954,2.642,3.457
-14.185,26.954,2.642,3.451
-14.175,26.954,2.642,3.457
-14.164,26.954,2.642,3.457
-14.154,26.954,2.642,3.457
-14.146,26.954,2.642,3.457
-14.134,26.954,2.642,3.457
-14.125,26.954,2.642,3.457
-14.115,26.954,2.642,3.457
-14.105,26.954,2.642,3.457
-14.094,26.954,2.642,3.457
-14.084,26.954,2.642,3.457
-14.074,26.954,2.642,3.457
-14.064,26.954,2.642,3.457
-14.054,26.954,2.642,3.457
-14.043,26.954,2.642,3.457
-14.035,26.954,2.642,3.457
-14.025,26.954,2.642,3.457
-14.011,26.954,2.636,3.457
-13.999,26.954,2.642,3.457
-13.993,26.954,2.642,3.457
-13.985,26.954,2.642,3.457
-13.972,26.954,2.642,3.457
-13.960,26.954,2.642,3.457
-13.954,26.954,2.642,3.457
-13.945,26.954,2.642,3.457
-13.935,26.954,2.642,3.457
-13.925,26.954,2.642,3.457
-13.915,26.954,2.642,3.457
-13.904,26.954,2.642,3.457
-13.894,26.954,2.642,3.457
-13.884,26.954,2.642,3.457
-13.874,26.954,2.642,3.457
-13.864,26.954,2.642,3.457
-13.854,26.954,2.642,3.457
-13.844,26.954,2.642,3.457
-13.830,26.954,2.642,3.457
-13.818,26.954,2.642,3.457
-13.812,26.954,2.642,3.457
-13.804,26.954,2.642,3.457
-13.794,26.954,2.642,3.457
-13.785,26.954,2.642,3.457
-13.774,26.954,2.642,3.457
-13.763,26.954,2.642,3.457
-13.755,26.954,2.642,3.457
-13.743,26.954,2.642,3.457
-13.735,26.954,2.642,3.457
-13.725,26.954,2.642,3.457
-13.714,26.954,2.636,3.457
-13.705,26.954,2.642,3.457
-13.695,26.954,2.642,3.457
-13.685,26.954,2.642,3.457
-13.675,26.954,2.636,3.457
-13.665,26.954,2.636,3.457
-13.655,26.954,2.642,3.457
-13.644,26.954,2.642,3.457
-13.634,26.954,2.642,3.457
-13.624,26.954,2.642,3.457
-13.613,26.954,2.642,3.457
-13.605,26.954,2.642,3.457
-13.594,26.954,2.642,3.457
-13.584,26.954,2.642,3.457
-13.574,26.954,2.642,3.457
-13.565,26.954,2.642,3.457
-13.554,26.954,2.642,3.457
-13.544,26.954,2.642,3.457
-13.534,26.954,2.642,3.457
-13.525,26.954,2.642,3.457
-13.511,26.954,2.642,3.457
-13.495,26.954,2.642,3.457
-13.490,26.954,2.642,3.457
-13.485,26.954,2.642,3.457
-13.475,26.954,2.636,3.457
-13.464,26.954,2.636,3.457
-13.455,26.954,2.636,3.457
-13.444,26.954,2.642,3.457
-13.435,26.954,2.636,3.457
-13.421,26.954,2.642,3.457
-13.412,26.954,2.642,3.464
-13.405,26.954,2.642,3.457
-13.395,26.954,2.642,3.457
-13.385,26.954,2.636,3.457
-13.375,26.954,2.642,3.457
-13.365,26.954,2.642,3.457
-13.355,26.954,2.642,3.457
-13.345,26.954,2.642,3.457
-13.335,26.954,2.642,3.457
-13.325,26.954,2.642,3.457
-13.314,26.954,2.642,3.457
-13.304,26.954,2.642,3.457
-13.294,26.954,2.642,3.457
-13.284,26.954,2.642,3.457
-13.274,26.954,2.636,3.457
-13.265,26.954,2.642,3.457
-13.255,26.954,2.642,3.457
-13.243,26.954,2.642,3.457
-13.235,26.954,2.642,3.457
-13.224,26.954,2.642,3.457
-13.214,26.954,2.642,3.457
-13.204,26.954,2.642,3.457
-13.193,26.954,2.642,3.457
-13.184,26.954,2.642,3.457
-13.175,26.954,2.642,3.457
-13.165,26.954,2.642,3.457
-13.155,26.954,2.642,3.457
